10-12-2015 03:24:50 |--| STATUS : ERROR |--| CODE : nn |--| RATE : B2-CREDITCARD-8000 |--| COMPTElogin : test
19-05-2016 21:30:28 |--| STATUS : OK |--| CODE : ccu3unzg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Augtraz
19-05-2016 21:31:24 |--| STATUS : OK |--| CODE : pc89ljtg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Augtraz
19-05-2016 21:32:20 |--| STATUS : OK |--| CODE : 7ajk94ug |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Augtraz
19-05-2016 21:40:31 |--| STATUS : OK |--| CODE : CVZGFBU3 |--| RATE : B2-CREDITCARD-150 |--| COMPTElogin : nono303030
19-05-2016 21:40:41 |--| STATUS : OK |--| CODE : bpk2mung |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : allan41dark
19-05-2016 21:47:19 |--| STATUS : ERROR |--| CODE : EB8B29 |--| RATE :  |--| COMPTElogin : SwagManBaby
19-05-2016 21:50:20 |--| STATUS : OK |--| CODE : z7dm7aws |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : ptitmax
19-05-2016 22:06:24 |--| STATUS : OK |--| CODE : lg7lhw9g |--| RATE : RE-IT-AUDIOTEL-270 |--| COMPTElogin : milanmaster
19-05-2016 22:06:37 |--| STATUS : OK |--| CODE : uupjwhns |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : zizk95
19-05-2016 22:06:55 |--| STATUS : OK |--| CODE : 44ef32ws |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : zizk95
19-05-2016 22:07:10 |--| STATUS : OK |--| CODE : f7niuh7s |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : zizk95
19-05-2016 22:07:25 |--| STATUS : OK |--| CODE : qh7wu1fs |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : zizk95
19-05-2016 22:07:29 |--| STATUS : OK |--| CODE : qu2qbeds |--| RATE : RE-BE-SMS-300 |--| COMPTElogin : Zorte
19-05-2016 22:07:52 |--| STATUS : OK |--| CODE : zebcbkcs |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : zizk95
19-05-2016 22:08:32 |--| STATUS : OK |--| CODE : ufuid2ms |--| RATE : RE-BE-SMS-300 |--| COMPTElogin : Zorte
19-05-2016 22:13:14 |--| STATUS : OK |--| CODE : zlafuuhg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : toinoudefrance
19-05-2016 22:14:11 |--| STATUS : OK |--| CODE : uqeug16g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : toinoudefrance
19-05-2016 22:15:18 |--| STATUS : OK |--| CODE : neh2huwg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : toinoudefrance
19-05-2016 22:18:30 |--| STATUS : OK |--| CODE : H74LUZBG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : narutokungfu
19-05-2016 22:19:20 |--| STATUS : OK |--| CODE : NJ3U7GUG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : narutokungfu
19-05-2016 22:20:03 |--| STATUS : OK |--| CODE : 634WA7IG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : narutokungfu
19-05-2016 22:20:53 |--| STATUS : OK |--| CODE : 7KD8FK1G |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : narutokungfu
19-05-2016 22:24:16 |--| STATUS : OK |--| CODE : CW6RQ2X4 |--| RATE : B2-CREDITCARD-5000 |--| COMPTElogin : sacriforttrois
19-05-2016 22:26:01 |--| STATUS : OK |--| CODE : cekgj1es |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : astuciieux
19-05-2016 22:27:28 |--| STATUS : ERROR |--| CODE : t7zzuzs |--| RATE :  |--| COMPTElogin : astuciieux
19-05-2016 22:27:43 |--| STATUS : OK |--| CODE : t7zzuuzs |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : astuciieux
19-05-2016 22:28:31 |--| STATUS : OK |--| CODE : ngeziwds |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : astuciieux
19-05-2016 22:28:56 |--| STATUS : OK |--| CODE : c2u1n7ts |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : astuciieux
19-05-2016 22:29:32 |--| STATUS : ERROR |--| CODE : I7upz73s |--| RATE :  |--| COMPTElogin : astuciieux
19-05-2016 22:29:48 |--| STATUS : OK |--| CODE : l7upz73s |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : astuciieux
19-05-2016 22:38:19 |--| STATUS : OK |--| CODE : puu874rs |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : ludovic17139
19-05-2016 22:38:48 |--| STATUS : OK |--| CODE : 2ukwfmes |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : allan41dark
19-05-2016 22:41:29 |--| STATUS : ERROR |--| CODE : 2548 |--| RATE :  |--| COMPTElogin : mamomimuu
19-05-2016 22:41:52 |--| STATUS : ERROR |--| CODE : 43J8 |--| RATE :  |--| COMPTElogin : mamomimuu
19-05-2016 22:42:26 |--| STATUS : ERROR |--| CODE : 521 |--| RATE :  |--| COMPTElogin : mamomimuu
19-05-2016 22:42:40 |--| STATUS : OK |--| CODE : csn6kupw |--| RATE : B2-CREDITCARD-1000 |--| COMPTElogin : kitcate89
19-05-2016 22:46:31 |--| STATUS : OK |--| CODE : mw3uri6s |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : sheitanoute
19-05-2016 22:47:09 |--| STATUS : OK |--| CODE : i77aki7s |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : sheitanoute
19-05-2016 22:47:14 |--| STATUS : OK |--| CODE : i1lh7zfs |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : Jangouroucra
19-05-2016 22:57:33 |--| STATUS : OK |--| CODE : C4MEHDJ6 |--| RATE : B2-CREDITCARD-2500 |--| COMPTElogin : damdambb
19-05-2016 22:59:45 |--| STATUS : OK |--| CODE : 7uw7mccg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : shadow68500
19-05-2016 23:03:21 |--| STATUS : OK |--| CODE : u4u114eg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : electro
19-05-2016 23:04:34 |--| STATUS : OK |--| CODE : CUJMW6AT |--| RATE : B2-CREDITCARD-6000 |--| COMPTElogin : tictacbomm491
19-05-2016 23:05:26 |--| STATUS : OK |--| CODE : C3T8ZP6C |--| RATE : B2-CREDITCARD-1000 |--| COMPTElogin : Cheateazy
19-05-2016 23:25:58 |--| STATUS : OK |--| CODE :  6qge2kkg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : electro
19-05-2016 23:28:09 |--| STATUS : OK |--| CODE : C95DNE2U |--| RATE : B2-CREDITCARD-250 |--| COMPTElogin : Darazakatalama
19-05-2016 23:33:17 |--| STATUS : OK |--| CODE : bid8u37s |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : mezyan
19-05-2016 23:38:30 |--| STATUS : OK |--| CODE : qdgehmws |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : dylan14
19-05-2016 23:41:29 |--| STATUS : OK |--| CODE : jttwm4dg |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : wailligator
19-05-2016 23:41:33 |--| STATUS : OK |--| CODE : pa6m12ps |--| RATE : RE-BE-SMS-300 |--| COMPTElogin : pocktcoffee
19-05-2016 23:42:21 |--| STATUS : OK |--| CODE : h3d1g71s |--| RATE : RE-BE-SMS-300 |--| COMPTElogin : pocktcoffee
19-05-2016 23:44:51 |--| STATUS : OK |--| CODE : calrmu7s |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : MrPheonise
19-05-2016 23:45:44 |--| STATUS : OK |--| CODE : 94gauaug |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : wailligator
19-05-2016 23:48:17 |--| STATUS : OK |--| CODE : w6cwlz7s |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : MrPheonise
20-05-2016 00:07:47 |--| STATUS : OK |--| CODE : UQ9MKF4G |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Toony92
20-05-2016 00:11:20 |--| STATUS : OK |--| CODE : b7cgjats |--| RATE : RE-BE-SMS-300 |--| COMPTElogin : koolstar
20-05-2016 00:12:23 |--| STATUS : OK |--| CODE : a9e73qqs |--| RATE : RE-BE-SMS-300 |--| COMPTElogin : koolstar
20-05-2016 00:13:29 |--| STATUS : OK |--| CODE : uaw2c8js |--| RATE : RE-BE-SMS-300 |--| COMPTElogin : koolstar
20-05-2016 00:20:18 |--| STATUS : OK |--| CODE : ZW3IZB7G |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Vanessa6625003
20-05-2016 00:24:35 |--| STATUS : OK |--| CODE : 9jwkjfrg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : aymanini
20-05-2016 00:27:10 |--| STATUS : OK |--| CODE : juqpeqfg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : sergeblancofr
20-05-2016 00:28:19 |--| STATUS : OK |--| CODE : 1zegwweg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : sergeblancofr
20-05-2016 00:31:40 |--| STATUS : OK |--| CODE : qi2uuqwg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : sergeblancofr
20-05-2016 00:36:33 |--| STATUS : OK |--| CODE : muz744rg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : aymanini
20-05-2016 00:36:49 |--| STATUS : OK |--| CODE : 23332748 |--| RATE : RE-FR-AUDIOTEL-199-995 |--| COMPTElogin : addxct
20-05-2016 00:42:52 |--| STATUS : OK |--| CODE : F258T2QB |--| RATE : RE-FR-INTERNETPLUS-999 |--| COMPTElogin : hadamas
20-05-2016 01:10:39 |--| STATUS : OK |--| CODE : CBS2VTJQ |--| RATE : B2-CREDITCARD-2000 |--| COMPTElogin : callasbeach
20-05-2016 01:39:11 |--| STATUS : OK |--| CODE : e3i2e26s |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : SUP3R_WiiZz
20-05-2016 01:40:00 |--| STATUS : OK |--| CODE : greefn9s |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : SUP3R_WiiZz
20-05-2016 01:56:45 |--| STATUS : OK |--| CODE : tuju1plg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : mouraddu44100
20-05-2016 02:32:38 |--| STATUS : OK |--| CODE : iu63c44s |--| RATE : RE-BE-SMS-300 |--| COMPTElogin : Tony003
20-05-2016 02:43:09 |--| STATUS : OK |--| CODE : C5WSMGK7 |--| RATE : B2-CREDITCARD-3000 |--| COMPTElogin : guipanda2
20-05-2016 02:43:20 |--| STATUS : ERROR |--| CODE : C5WSMGK7 |--| RATE :  |--| COMPTElogin : guipanda2
20-05-2016 03:00:12 |--| STATUS : OK |--| CODE : C3SAZ5H7 |--| RATE : B2-CREDITCARD-4000 |--| COMPTElogin : jellalfernandez
20-05-2016 03:52:26 |--| STATUS : OK |--| CODE : ewudcm7s |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : MrPheonise
20-05-2016 04:32:13 |--| STATUS : OK |--| CODE : CCQG5PJX |--| RATE : B2-CREDITCARD-2500 |--| COMPTElogin : callasbeach
20-05-2016 06:39:45 |--| STATUS : OK |--| CODE : CMPJNBFU |--| RATE : B2-CREDITCARD-1500 |--| COMPTElogin : callasbeach
20-05-2016 07:00:19 |--| STATUS : OK |--| CODE : 38952794 |--| RATE : RE-FR-AUDIOTEL-3-1200 |--| COMPTElogin : zizk95
20-05-2016 07:12:30 |--| STATUS : OK |--| CODE : me72n23s |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : bihoue
20-05-2016 08:11:40 |--| STATUS : OK |--| CODE : 37CU8MTG |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : colombieradrien2
20-05-2016 08:19:47 |--| STATUS : OK |--| CODE : uj9jjtus |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : pipibest
20-05-2016 08:20:28 |--| STATUS : OK |--| CODE : 79383359 |--| RATE : RE-FR-AUDIOTEL-199-995 |--| COMPTElogin : aloxncocra
20-05-2016 08:20:43 |--| STATUS : OK |--| CODE : 4qu9k2ws |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : pipibest
20-05-2016 08:45:43 |--| STATUS : OK |--| CODE : g72uears |--| RATE : RE-BE-SMS-300 |--| COMPTElogin : Azuria12345
20-05-2016 08:46:44 |--| STATUS : OK |--| CODE : ulata2js |--| RATE : RE-BE-SMS-300 |--| COMPTElogin : Azuria12345
20-05-2016 08:47:41 |--| STATUS : OK |--| CODE : 3ul76urs |--| RATE : RE-BE-SMS-300 |--| COMPTElogin : Azuria12345
20-05-2016 09:15:30 |--| STATUS : OK |--| CODE : CUWE7J6N |--| RATE : B2-CREDITCARD-2000 |--| COMPTElogin : spurpanzer
20-05-2016 09:20:46 |--| STATUS : OK |--| CODE : 56955848 |--| RATE : RE-FR-AUDIOTEL-3-600 |--| COMPTElogin : pauldeleag
20-05-2016 09:21:39 |--| STATUS : OK |--| CODE : 74f8467s |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : xabxxxx
20-05-2016 09:24:26 |--| STATUS : OK |--| CODE : wwp6icjg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : demonpixx
20-05-2016 09:25:45 |--| STATUS : OK |--| CODE : up3jknug |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : demonpixx
20-05-2016 09:34:25 |--| STATUS : OK |--| CODE : 36387537 |--| RATE : RE-FR-AUDIOTEL-3-900 |--| COMPTElogin : 44321044
20-05-2016 09:36:46 |--| STATUS : OK |--| CODE : 36694358 |--| RATE : RE-FR-AUDIOTEL-199-398 |--| COMPTElogin : 44321044
20-05-2016 09:47:03 |--| STATUS : OK |--| CODE : CUVJGQ58 |--| RATE : B2-CREDITCARD-1000 |--| COMPTElogin : callasbeach
20-05-2016 09:47:44 |--| STATUS : ERROR |--| CODE : CUVJGQ58 |--| RATE :  |--| COMPTElogin : callasbeach
20-05-2016 10:02:10 |--| STATUS : OK |--| CODE : G5XAZL3T |--| RATE : EU-CH-SMS-400 |--| COMPTElogin : altairtsuki
20-05-2016 10:12:34 |--| STATUS : OK |--| CODE : uq2bruks |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : xMyyyst
20-05-2016 10:12:48 |--| STATUS : OK |--| CODE : ufqg27ts |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : xMyyyst
20-05-2016 10:13:05 |--| STATUS : OK |--| CODE : efztzqcs |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : xMyyyst
20-05-2016 10:13:15 |--| STATUS : OK |--| CODE : puu3apus |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : xMyyyst
20-05-2016 10:13:51 |--| STATUS : OK |--| CODE : 35445767 |--| RATE : RE-FR-AUDIOTEL-3-1200 |--| COMPTElogin : pipibest
20-05-2016 10:24:51 |--| STATUS : ERROR |--| CODE : wrel1zw |--| RATE :  |--| COMPTElogin : vagabondmax555
20-05-2016 10:25:08 |--| STATUS : OK |--| CODE : wrel1zws |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : vagabondmax555
20-05-2016 10:25:58 |--| STATUS : OK |--| CODE : 2hzzlbfs |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : vagabondmax555
20-05-2016 10:26:50 |--| STATUS : OK |--| CODE : ukwufrfs |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : vagabondmax555
20-05-2016 10:27:52 |--| STATUS : OK |--| CODE : b97hwbqs |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : vagabondmax555
20-05-2016 10:28:27 |--| STATUS : OK |--| CODE : tm7taucs |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : vagabondmax555
20-05-2016 11:12:51 |--| STATUS : OK |--| CODE : CHGX8AUM |--| RATE : B2-CREDITCARD-200 |--| COMPTElogin : boufmane
20-05-2016 11:16:23 |--| STATUS : OK |--| CODE : 4U77KU9G |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : clemide
20-05-2016 11:17:22 |--| STATUS : OK |--| CODE : WRKITD4G |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : clemide
20-05-2016 11:19:32 |--| STATUS : OK |--| CODE : A2UAQT4G |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : biloutata
20-05-2016 11:20:34 |--| STATUS : OK |--| CODE : 64aphm7s |--| RATE : RE-FR-SMS-150 |--| COMPTElogin : Distete1
20-05-2016 11:21:12 |--| STATUS : OK |--| CODE : gg7nrf7s |--| RATE : RE-FR-SMS-150 |--| COMPTElogin : Distete1
20-05-2016 11:26:51 |--| STATUS : ERROR |--| CODE : frvt$78  |--| RATE :  |--| COMPTElogin : xxyoyo44xx
20-05-2016 11:29:36 |--| STATUS : OK |--| CODE : CRTHAEFD |--| RATE : B2-CREDITCARD-1500 |--| COMPTElogin : azerlyly
20-05-2016 11:33:28 |--| STATUS : ERROR |--| CODE : M8479y28 |--| RATE :  |--| COMPTElogin : BIGSTICK
20-05-2016 11:33:56 |--| STATUS : ERROR |--| CODE : M8479Y28 |--| RATE :  |--| COMPTElogin : BIGSTICK
20-05-2016 11:34:16 |--| STATUS : ERROR |--| CODE : M8479y28 |--| RATE :  |--| COMPTElogin : BIGSTICK
20-05-2016 11:34:44 |--| STATUS : ERROR |--| CODE : M8479y28 |--| RATE :  |--| COMPTElogin : BIGSTICK
20-05-2016 11:34:54 |--| STATUS : ERROR |--| CODE : M8479y28 |--| RATE :  |--| COMPTElogin : BIGSTICK
20-05-2016 11:35:34 |--| STATUS : ERROR |--| CODE : M8479y28 |--| RATE :  |--| COMPTElogin : BIGSTICK
20-05-2016 11:35:36 |--| STATUS : OK |--| CODE : PSVD6N7H |--| RATE : PAYSAFECARD-5000 |--| COMPTElogin : pikiflo
20-05-2016 12:19:25 |--| STATUS : OK |--| CODE : P986J5TD |--| RATE : PAYSAFECARD-2500 |--| COMPTElogin : pikiflo
20-05-2016 12:44:44 |--| STATUS : ERROR |--| CODE : 8MLU9796 |--| RATE :  |--| COMPTElogin : psylo
20-05-2016 12:49:52 |--| STATUS : ERROR |--| CODE : 8MLU979 |--| RATE :  |--| COMPTElogin : psylo
20-05-2016 12:57:04 |--| STATUS : OK |--| CODE : u7f7kw1g |--| RATE : RE-CH-AUDIOTEL-1000 |--| COMPTElogin : BIGSTICK
20-05-2016 12:57:04 |--| STATUS : OK |--| CODE : C6GZRDVQ |--| RATE : B2-CREDITCARD-500 |--| COMPTElogin : hooligans13210
20-05-2016 12:59:22 |--| STATUS : OK |--| CODE : CG8PRBKJ |--| RATE : B2-CREDITCARD-3000 |--| COMPTElogin : mosteurkill
20-05-2016 12:59:26 |--| STATUS : OK |--| CODE : rfrh6wug |--| RATE : RE-CH-AUDIOTEL-1000 |--| COMPTElogin : BIGSTICK
20-05-2016 13:00:13 |--| STATUS : ERROR |--| CODE : 8MLU9796 |--| RATE :  |--| COMPTElogin : psylo
20-05-2016 13:16:47 |--| STATUS : OK |--| CODE : w2blgpng |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Lider
20-05-2016 13:16:50 |--| STATUS : ERROR |--| CODE : 7cumzx3g |--| RATE :  |--| COMPTElogin : DarkXProject
20-05-2016 13:19:55 |--| STATUS : OK |--| CODE : rw2m7krg |--| RATE : RE-FR-AUDIOTEL-250 |--| COMPTElogin : DarkXProject
20-05-2016 13:21:45 |--| STATUS : OK |--| CODE : CMTWVDKC |--| RATE : B2-CREDITCARD-10000 |--| COMPTElogin : Requiemeni
20-05-2016 13:23:15 |--| STATUS : OK |--| CODE : PMHYSUJN |--| RATE : PAYSAFECARD-2000 |--| COMPTElogin : jbastien
20-05-2016 13:28:38 |--| STATUS : OK |--| CODE : pr2kaftg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : julientheboss2
20-05-2016 13:29:56 |--| STATUS : OK |--| CODE : PB3W9FV5 |--| RATE : PAYSAFECARD-2000 |--| COMPTElogin : sillerinstinktmen
20-05-2016 13:30:51 |--| STATUS : OK |--| CODE : q3tmb7js |--| RATE : RE-FR-SMS-150 |--| COMPTElogin : chnewit68
20-05-2016 13:31:12 |--| STATUS : OK |--| CODE : 7j71w86g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : julientheboss2
20-05-2016 13:31:45 |--| STATUS : OK |--| CODE : fbqdgr4s |--| RATE : RE-FR-SMS-150 |--| COMPTElogin : chnewit68
20-05-2016 13:32:04 |--| STATUS : OK |--| CODE : N7UE1F9G |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : psylo
20-05-2016 13:33:52 |--| STATUS : OK |--| CODE : 2U34DEQG |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : psylo
20-05-2016 13:45:50 |--| STATUS : OK |--| CODE : 2MUTUADG |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : psylo
20-05-2016 13:58:54 |--| STATUS : OK |--| CODE : NMBHRSXW |--| RATE : NEOSURF-5000 |--| COMPTElogin : maturec
20-05-2016 14:19:21 |--| STATUS : OK |--| CODE : 4rhaigug |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : DarkXProject
20-05-2016 14:24:30 |--| STATUS : OK |--| CODE : CCEUTSG5 |--| RATE : B2-CREDITCARD-3000 |--| COMPTElogin : DarkWolfdu01
20-05-2016 14:25:51 |--| STATUS : OK |--| CODE : F5345XEB |--| RATE : RE-FR-INTERNETPLUS-500 |--| COMPTElogin : borntobejager
20-05-2016 14:45:38 |--| STATUS : OK |--| CODE : 98685373 |--| RATE : RE-FR-AUDIOTEL-199-398 |--| COMPTElogin : Willoux92
20-05-2016 15:00:19 |--| STATUS : OK |--| CODE : C6DKVB7A |--| RATE : B2-CREDITCARD-2000 |--| COMPTElogin : Atic
20-05-2016 15:03:57 |--| STATUS : OK |--| CODE : 26354978 |--| RATE : RE-FR-AUDIOTEL-199-1194 |--| COMPTElogin : aloxncocra
20-05-2016 15:15:39 |--| STATUS : OK |--| CODE : mwqw8pkg |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : tayl1
20-05-2016 15:22:42 |--| STATUS : OK |--| CODE : C59BKN3Q |--| RATE : B2-CREDITCARD-1000 |--| COMPTElogin : kikimasteur
20-05-2016 15:24:18 |--| STATUS : ERROR |--| CODE : G2J86A3W |--| RATE :  |--| COMPTElogin : altairtsuki
20-05-2016 15:24:41 |--| STATUS : OK |--| CODE : G2J86A3W |--| RATE : EU-CH-SMS-400 |--| COMPTElogin : altairtsuki
20-05-2016 15:25:11 |--| STATUS : OK |--| CODE : GFS8XMKB |--| RATE : EU-CH-SMS-400 |--| COMPTElogin : altairtsuki
20-05-2016 15:25:53 |--| STATUS : OK |--| CODE : GNS7GC34 |--| RATE : EU-CH-SMS-400 |--| COMPTElogin : altairtsuki
20-05-2016 15:27:22 |--| STATUS : OK |--| CODE : CMRD479B |--| RATE : B2-CREDITCARD-1000 |--| COMPTElogin : acekha
20-05-2016 15:27:34 |--| STATUS : OK |--| CODE : PC3SMRYW |--| RATE : PAYSAFECARD-2500 |--| COMPTElogin : narutokungfu
20-05-2016 15:30:09 |--| STATUS : OK |--| CODE : 12AM11HG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : renaudl91
20-05-2016 15:30:38 |--| STATUS : OK |--| CODE : 52972628 |--| RATE : RE-FR-AUDIOTEL-199-1194 |--| COMPTElogin : fabinho68
20-05-2016 15:32:09 |--| STATUS : OK |--| CODE : 74RUNRGG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : guilerdu91
20-05-2016 15:34:24 |--| STATUS : OK |--| CODE : 96444268 |--| RATE : RE-FR-AUDIOTEL-199-398 |--| COMPTElogin : gostfirer342
20-05-2016 15:41:49 |--| STATUS : OK |--| CODE : CKUPH8R9 |--| RATE : B2-CREDITCARD-1500 |--| COMPTElogin : addxct
20-05-2016 15:51:37 |--| STATUS : OK |--| CODE : 7ml8jlwg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : xxyoyo44xxx
20-05-2016 15:56:27 |--| STATUS : OK |--| CODE : CUTAN29C |--| RATE : B2-CREDITCARD-600 |--| COMPTElogin : roketenzoo
20-05-2016 16:33:46 |--| STATUS : OK |--| CODE : 4uucqbqg |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : max0195
20-05-2016 16:33:55 |--| STATUS : OK |--| CODE : 37865528 |--| RATE : RE-FR-AUDIOTEL-199-398 |--| COMPTElogin : louis10
20-05-2016 16:34:46 |--| STATUS : OK |--| CODE : 78235826 |--| RATE : RE-FR-AUDIOTEL-199-398 |--| COMPTElogin : louis10
20-05-2016 16:35:31 |--| STATUS : OK |--| CODE : 89389736 |--| RATE : RE-FR-AUDIOTEL-199-398 |--| COMPTElogin : louis10
20-05-2016 16:38:14 |--| STATUS : OK |--| CODE : p17qntms |--| RATE : RE-BE-SMS-300 |--| COMPTElogin : Dyenne
20-05-2016 16:39:17 |--| STATUS : OK |--| CODE : btff3nus |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : Titougaming
20-05-2016 16:39:58 |--| STATUS : OK |--| CODE : 59722938 |--| RATE : RE-FR-AUDIOTEL-199-597 |--| COMPTElogin : TixcTxC
20-05-2016 16:42:41 |--| STATUS : OK |--| CODE : CBN6QZSH |--| RATE : B2-CREDITCARD-500 |--| COMPTElogin : Guzty
20-05-2016 17:06:31 |--| STATUS : OK |--| CODE : 4PPDHGHG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : biloutata
20-05-2016 17:12:24 |--| STATUS : OK |--| CODE : PARMUZFW |--| RATE : PAYSAFECARD-1000 |--| COMPTElogin : angelstigers
20-05-2016 17:13:18 |--| STATUS : OK |--| CODE : PD2NGHRA |--| RATE : PAYSAFECARD-1000 |--| COMPTElogin : angelstigers
20-05-2016 17:13:21 |--| STATUS : OK |--| CODE : 33266535 |--| RATE : RE-FR-AUDIOTEL-199-796 |--| COMPTElogin : theotheof
20-05-2016 17:14:46 |--| STATUS : ERROR |--| CODE : RY3538651U |--| RATE :  |--| COMPTElogin : Pepiito42
20-05-2016 17:15:25 |--| STATUS : OK |--| CODE : Jgzc217s |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : pololevo4
20-05-2016 17:15:55 |--| STATUS : ERROR |--| CODE : RY35 386 51U |--| RATE :  |--| COMPTElogin : Pepiito42
20-05-2016 17:17:36 |--| STATUS : OK |--| CODE : 54345487 |--| RATE : RE-FR-AUDIOTEL-199-995 |--| COMPTElogin : IceRun
20-05-2016 17:18:58 |--| STATUS : ERROR |--| CODE : Ry35 386 51u |--| RATE :  |--| COMPTElogin : Pepiito42
20-05-2016 17:19:09 |--| STATUS : OK |--| CODE : 9U87W7UG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : thefunnygaaame
20-05-2016 17:20:05 |--| STATUS : OK |--| CODE : H77FW3ZG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : thefunnygaaame
20-05-2016 17:20:57 |--| STATUS : OK |--| CODE : UQ7URTWG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : thefunnygaaame
20-05-2016 17:28:27 |--| STATUS : OK |--| CODE : N97A3BZH |--| RATE : NEOSURF-1000 |--| COMPTElogin : Pepiito42
